"PassengerId","Survived","Pclass","Name","Sex","SibSp","Parch","Ticket","Fare","Cabin","Embarked","Title","FamilySize","Surname","FamilyID","Age"
1044,NA,3,"Storey, Mr. Thomas","male",0,0,"3701",NA,"","S","Mr",1,"Storey","Small",60.5
1045,NA,3,"Klasen, Mrs. (Hulda Kristina Eugenia Lofqvist)","female",0,2,"350405",12.1833,"","S","Mrs",3,"Klasen","3Klasen",36
1046,NA,3,"Asplund, Master. Filip Oscar","male",4,2,"347077",31.3875,"","S","Master",7,"Asplund","7Asplund",13
1047,NA,3,"Duquemin, Mr. Joseph","male",0,0,"S.O./P.P. 752",7.55,"","S","Mr",1,"Duquemin","Small",24
1048,NA,1,"Bird, Miss. Ellen","female",0,0,"PC 17483",221.7792,"C97","S","Miss",1,"Bird","Small",29
1049,NA,3,"Lundin, Miss. Olga Elida","female",0,0,"347469",7.8542,"","S","Miss",1,"Lundin","Small",23
1050,NA,1,"Borebank, Mr. John James","male",0,0,"110489",26.55,"D22","S","Mr",1,"Borebank","Small",42
1051,NA,3,"Peacock, Mrs. Benjamin (Edith Nile)","female",0,2,"SOTON/O.Q. 3101315",13.775,"","S","Mrs",3,"Peacock","3Peacock",26
1053,NA,3,"Touma, Master. Georges Youssef","male",1,1,"2650",15.2458,"","C","Master",3,"Touma","3Touma",7
1054,NA,2,"Wright, Miss. Marion","female",0,0,"220844",13.5,"","S","Miss",1,"Wright","Small",26
1056,NA,2,"Peruschitz, Rev. Joseph Maria","male",0,0,"237393",13,"","S","Rev",1,"Peruschitz","Small",41
1057,NA,3,"Kink-Heilmann, Mrs. Anton (Luise Heilmann)","female",1,1,"315153",22.025,"","S","Mrs",3,"Kink-Heilmann","Small",26
1058,NA,1,"Brandeis, Mr. Emil","male",0,0,"PC 17591",50.4958,"B10","C","Mr",1,"Brandeis","Small",48
1059,NA,3,"Ford, Mr. Edward Watson","male",2,2,"W./C. 6608",34.375,"","S","Mr",5,"Ford","5Ford",18
1061,NA,3,"Hellstrom, Miss. Hilda Maria","female",0,0,"7548",8.9625,"","S","Miss",1,"Hellstrom","Small",22
1063,NA,3,"Zakarian, Mr. Ortin","male",0,0,"2670",7.225,"","C","Mr",1,"Zakarian","Small",27
1064,NA,3,"Dyker, Mr. Adolf Fredrik","male",1,0,"347072",13.9,"","S","Mr",2,"Dyker","Small",23
1066,NA,3,"Asplund, Mr. Carl Oscar Vilhelm Gustafsson","male",1,5,"347077",31.3875,"","S","Mr",7,"Asplund","7Asplund",40
1067,NA,2,"Brown, Miss. Edith Eileen","female",0,2,"29750",39,"","S","Miss",3,"Brown","3Brown",15
1068,NA,2,"Sincock, Miss. Maude","female",0,0,"C.A. 33112",36.75,"","S","Miss",1,"Sincock","Small",20
1069,NA,1,"Stengel, Mr. Charles Emil Henry","male",1,0,"11778",55.4417,"C116","C","Mr",2,"Stengel","Small",54
1070,NA,2,"Becker, Mrs. Allen Oliver (Nellie E Baumgardner)","female",0,3,"230136",39,"F4","S","Mrs",4,"Becker","4Becker",36
1071,NA,1,"Compton, Mrs. Alexander Taylor (Mary Eliza Ingersoll)","female",0,2,"PC 17756",83.1583,"E45","C","Mrs",3,"Compton","3Compton",64
1072,NA,2,"McCrie, Mr. James Matthew","male",0,0,"233478",13,"","S","Mr",1,"McCrie","Small",30
1073,NA,1,"Compton, Mr. Alexander Taylor Jr","male",1,1,"PC 17756",83.1583,"E52","C","Mr",3,"Compton","3Compton",37
1074,NA,1,"Marvin, Mrs. Daniel Warner (Mary Graham Carmichael Farquarson)","female",1,0,"113773",53.1,"D30","S","Mrs",2,"Marvin","Small",18
1076,NA,1,"Douglas, Mrs. Frederick Charles (Mary Helene Baxter)","female",1,1,"PC 17558",247.5208,"B58 B60","C","Mrs",3,"Douglas","Small",27
1077,NA,2,"Maybery, Mr. Frank Hubert","male",0,0,"239059",16,"","S","Mr",1,"Maybery","Small",40
1078,NA,2,"Phillips, Miss. Alice Frances Louisa","female",0,1,"S.O./P.P. 2",21,"","S","Miss",2,"Phillips","Small",21
1079,NA,3,"Davies, Mr. Joseph","male",2,0,"A/4 48873",8.05,"","S","Mr",3,"Davies","3Davies",17
1081,NA,2,"Veal, Mr. James","male",0,0,"28221",13,"","S","Mr",1,"Veal","Small",40
1082,NA,2,"Angle, Mr. William A","male",1,0,"226875",26,"","S","Mr",2,"Angle","Small",34
1084,NA,3,"van Billiard, Master. Walter John","male",1,1,"A/5. 851",14.5,"","S","Master",3,"van Billiard","3van Billiard",11.5
1085,NA,2,"Lingane, Mr. John","male",0,0,"235509",12.35,"","Q","Mr",1,"Lingane","Small",61
1086,NA,2,"Drew, Master. Marshall Brines","male",0,2,"28220",32.5,"","S","Master",3,"Drew","3Drew",8
1087,NA,3,"Karlsson, Mr. Julius Konrad Eugen","male",0,0,"347465",7.8542,"","S","Mr",1,"Karlsson","Small",33
1088,NA,1,"Spedden, Master. Robert Douglas","male",0,2,"16966",134.5,"E34","C","Master",3,"Spedden","3Spedden",6
1089,NA,3,"Nilsson, Miss. Berta Olivia","female",0,0,"347066",7.775,"","S","Miss",1,"Nilsson","Small",18
1090,NA,2,"Baimbrigge, Mr. Charles Robert","male",0,0,"C.A. 31030",10.5,"","S","Mr",1,"Baimbrigge","Small",23
1093,NA,3,"Danbom, Master. Gilbert Sigvard Emanuel","male",0,2,"347080",14.4,"","S","Master",3,"Danbom","3Danbom",0.33
1094,NA,1,"Astor, Col. John Jacob","male",1,0,"PC 17757",227.525,"C62 C64","C","Col",2,"Astor","Small",47
1095,NA,2,"Quick, Miss. Winifred Vera","female",1,1,"26360",26,"","S","Miss",3,"Quick","3Quick",8
1096,NA,2,"Andrew, Mr. Frank Thomas","male",0,0,"C.A. 34050",10.5,"","S","Mr",1,"Andrew","Small",25
1098,NA,3,"McGowan, Miss. Katherine","female",0,0,"9232",7.75,"","Q","Miss",1,"McGowan","Small",35
1099,NA,2,"Collett, Mr. Sidney C Stuart","male",0,0,"28034",10.5,"","S","Mr",1,"Collett","Small",24
1100,NA,1,"Rosenbaum, Miss. Edith Louise","female",0,0,"PC 17613",27.7208,"A11","C","Miss",1,"Rosenbaum","Small",33
1101,NA,3,"Delalic, Mr. Redjo","male",0,0,"349250",7.8958,"","S","Mr",1,"Delalic","Small",25
1102,NA,3,"Andersen, Mr. Albert Karvin","male",0,0,"C 4001",22.525,"","S","Mr",1,"Andersen","Small",32
1104,NA,2,"Deacon, Mr. Percy William","male",0,0,"S.O.C. 14879",73.5,"","S","Mr",1,"Deacon","Small",17
1105,NA,2,"Howard, Mrs. Benjamin (Ellen Truelove Arman)","female",1,0,"24065",26,"","S","Mrs",2,"Howard","Small",60
1106,NA,3,"Andersson, Miss. Ida Augusta Margareta","female",4,2,"347091",7.775,"","S","Miss",7,"Andersson","7Andersson",38
1107,NA,1,"Head, Mr. Christopher","male",0,0,"113038",42.5,"B11","S","Mr",1,"Head","Small",42
1109,NA,1,"Wick, Mr. George Dennick","male",1,1,"36928",164.8667,"","S","Mr",3,"Wick","3Wick",57
1110,NA,1,"Widener, Mrs. George Dunton (Eleanor Elkins)","female",1,1,"113503",211.5,"C80","C","Mrs",3,"Widener","3Widener",50
1112,NA,2,"Duran y More, Miss. Florentina","female",1,0,"SC/PARIS 2148",13.8583,"","C","Miss",2,"Duran y More","Small",30
1113,NA,3,"Reynolds, Mr. Harold J","male",0,0,"342684",8.05,"","S","Mr",1,"Reynolds","Small",21
1114,NA,2,"Cook, Mrs. (Selena Rogers)","female",0,0,"W./C. 14266",10.5,"F33","S","Mrs",1,"Cook","Small",22
1115,NA,3,"Karlsson, Mr. Einar Gervasius","male",0,0,"350053",7.7958,"","S","Mr",1,"Karlsson","Small",21
1116,NA,1,"Candee, Mrs. Edward (Helen Churchill Hungerford)","female",0,0,"PC 17606",27.4458,"","C","Mrs",1,"Candee","Small",53
1118,NA,3,"Asplund, Mr. Johan Charles","male",0,0,"350054",7.7958,"","S","Mr",1,"Asplund","Small",23
1120,NA,3,"Everett, Mr. Thomas James","male",0,0,"C.A. 6212",15.1,"","S","Mr",1,"Everett","Small",40.5
1121,NA,2,"Hocking, Mr. Samuel James Metcalfe","male",0,0,"242963",13,"","S","Mr",1,"Hocking","Small",36
1122,NA,2,"Sweet, Mr. George Frederick","male",0,0,"220845",65,"","S","Mr",1,"Sweet","Small",14
1123,NA,1,"Willard, Miss. Constance","female",0,0,"113795",26.55,"","S","Miss",1,"Willard","Small",21
1124,NA,3,"Wiklund, Mr. Karl Johan","male",1,0,"3101266",6.4958,"","S","Mr",2,"Wiklund","Small",21
1126,NA,1,"Cumings, Mr. John Bradley","male",1,0,"PC 17599",71.2833,"C85","C","Mr",2,"Cumings","Small",39
1127,NA,3,"Vendel, Mr. Olof Edvin","male",0,0,"350416",7.8542,"","S","Mr",1,"Vendel","Small",20
1128,NA,1,"Warren, Mr. Frank Manley","male",1,0,"110813",75.25,"D37","C","Mr",2,"Warren","Small",64
1129,NA,3,"Baccos, Mr. Raffull","male",0,0,"2679",7.225,"","C","Mr",1,"Baccos","Small",20
1130,NA,2,"Hiltunen, Miss. Marta","female",1,1,"250650",13,"","S","Miss",3,"Hiltunen","Small",18
1131,NA,1,"Douglas, Mrs. Walter Donald (Mahala Dutton)","female",1,0,"PC 17761",106.425,"C86","C","Mrs",2,"Douglas","Small",48
1132,NA,1,"Lindstrom, Mrs. Carl Johan (Sigrid Posse)","female",0,0,"112377",27.7208,"","C","Mrs",1,"Lindstrom","Small",55
1133,NA,2,"Christy, Mrs. (Alice Frances)","female",0,2,"237789",30,"","S","Mrs",3,"Christy","Small",45
1134,NA,1,"Spedden, Mr. Frederic Oakley","male",1,1,"16966",134.5,"E34","C","Mr",3,"Spedden","3Spedden",45
1137,NA,1,"Kenyon, Mr. Frederick R","male",1,0,"17464",51.8625,"D21","S","Mr",2,"Kenyon","Small",41
1138,NA,2,"Karnes, Mrs. J Frank (Claire Bennett)","female",0,0,"F.C.C. 13534",21,"","S","Mrs",1,"Karnes","Small",22
1139,NA,2,"Drew, Mr. James Vivian","male",1,1,"28220",32.5,"","S","Mr",3,"Drew","3Drew",42
1140,NA,2,"Hold, Mrs. Stephen (Annie Margaret Hill)","female",1,0,"26707",26,"","S","Mrs",2,"Hold","Small",29
1142,NA,2,"West, Miss. Barbara J","female",1,2,"C.A. 34651",27.75,"","S","Miss",4,"West","4West",0.92
1143,NA,3,"Abrahamsson, Mr. Abraham August Johannes","male",0,0,"SOTON/O2 3101284",7.925,"","S","Mr",1,"Abrahamsson","Small",20
1144,NA,1,"Clark, Mr. Walter Miller","male",1,0,"13508",136.7792,"C89","C","Mr",2,"Clark","Small",27
1145,NA,3,"Salander, Mr. Karl Johan","male",0,0,"7266",9.325,"","S","Mr",1,"Salander","Small",24
1146,NA,3,"Wenzel, Mr. Linhart","male",0,0,"345775",9.5,"","S","Mr",1,"Wenzel","Small",32.5
1149,NA,3,"Niklasson, Mr. Samuel","male",0,0,"363611",8.05,"","S","Mr",1,"Niklasson","Small",28
1150,NA,2,"Bentham, Miss. Lilian W","female",0,0,"28404",13,"","S","Miss",1,"Bentham","Small",19
1151,NA,3,"Midtsjo, Mr. Karl Albert","male",0,0,"345501",7.775,"","S","Mr",1,"Midtsjo","Small",21
1152,NA,3,"de Messemaeker, Mr. Guillaume Joseph","male",1,0,"345572",17.4,"","S","Mr",2,"de Messemaeker","Small",36.5
1153,NA,3,"Nilsson, Mr. August Ferdinand","male",0,0,"350410",7.8542,"","S","Mr",1,"Nilsson","Small",21
1154,NA,2,"Wells, Mrs. Arthur Henry (Addie"" Dart Trevaskis)""","female",0,2,"29103",23,"","S","Mrs",3,"Wells","3Wells",29
1155,NA,3,"Klasen, Miss. Gertrud Emilia","female",1,1,"350405",12.1833,"","S","Miss",3,"Klasen","3Klasen",1
1156,NA,2,"Portaluppi, Mr. Emilio Ilario Giuseppe","male",0,0,"C.A. 34644",12.7375,"","C","Mr",1,"Portaluppi","Small",30
1161,NA,3,"Pokrnic, Mr. Mate","male",0,0,"315095",8.6625,"","S","Mr",1,"Pokrnic","Small",17
1162,NA,1,"McCaffry, Mr. Thomas Francis","male",0,0,"13050",75.2417,"C6","C","Mr",1,"McCaffry","Small",46
1164,NA,1,"Clark, Mrs. Walter Miller (Virginia McDowell)","female",1,0,"13508",136.7792,"C89","C","Mrs",2,"Clark","Small",26
1167,NA,2,"Bryhl, Miss. Dagmar Jenny Ingeborg ","female",1,0,"236853",26,"","S","Miss",2,"Bryhl","Small",20
1168,NA,2,"Parker, Mr. Clifford Richard","male",0,0,"SC 14888",10.5,"","S","Mr",1,"Parker","Small",28
1169,NA,2,"Faunthorpe, Mr. Harry","male",1,0,"2926",26,"","S","Mr",2,"Faunthorpe","Small",40
1170,NA,2,"Ware, Mr. John James","male",1,0,"CA 31352",21,"","S","Mr",2,"Ware","Small",30
1171,NA,2,"Oxenham, Mr. Percy Thomas","male",0,0,"W./C. 14260",10.5,"","S","Mr",1,"Oxenham","Small",22
1172,NA,3,"Oreskovic, Miss. Jelka","female",0,0,"315085",8.6625,"","S","Miss",1,"Oreskovic","Small",23
1173,NA,3,"Peacock, Master. Alfred Edward","male",1,1,"SOTON/O.Q. 3101315",13.775,"","S","Master",3,"Peacock","3Peacock",0.75
1175,NA,3,"Touma, Miss. Maria Youssef","female",1,1,"2650",15.2458,"","C","Miss",3,"Touma","3Touma",9
1176,NA,3,"Rosblom, Miss. Salli Helena","female",1,1,"370129",20.2125,"","S","Miss",3,"Rosblom","3Rosblom",2
1177,NA,3,"Dennis, Mr. William","male",0,0,"A/5 21175",7.25,"","S","Mr",1,"Dennis","Small",36
1179,NA,1,"Snyder, Mr. John Pillsbury","male",1,0,"21228",82.2667,"B45","S","Mr",2,"Snyder","Small",24
1183,NA,3,"Daly, Miss. Margaret Marcella Maggie""""","female",0,0,"382650",6.95,"","Q","Miss",1,"Daly","Small",30
1185,NA,1,"Dodge, Dr. Washington","male",1,1,"33638",81.8583,"A34","S","Dr",3,"Dodge","3Dodge",53
1186,NA,3,"Wittevrongel, Mr. Camille","male",0,0,"345771",9.5,"","S","Mr",1,"Wittevrongel","Small",36
1187,NA,3,"Angheloff, Mr. Minko","male",0,0,"349202",7.8958,"","S","Mr",1,"Angheloff","Small",26
1188,NA,2,"Laroche, Miss. Louise","female",1,2,"SC/Paris 2123",41.5792,"","C","Miss",4,"Laroche","4Laroche",1
1190,NA,1,"Loring, Mr. Joseph Holland","male",0,0,"113801",45.5,"","S","Mr",1,"Loring","Small",30
1191,NA,3,"Johansson, Mr. Nils","male",0,0,"347467",7.8542,"","S","Mr",1,"Johansson","Small",29
1192,NA,3,"Olsson, Mr. Oscar Wilhelm","male",0,0,"347079",7.775,"","S","Mr",1,"Olsson","Small",32
1194,NA,2,"Phillips, Mr. Escott Robert","male",0,1,"S.O./P.P. 2",21,"","S","Mr",2,"Phillips","Small",43
1195,NA,3,"Pokrnic, Mr. Tome","male",0,0,"315092",8.6625,"","S","Mr",1,"Pokrnic","Small",24
1197,NA,1,"Crosby, Mrs. Edward Gifford (Catherine Elizabeth Halstead)","female",1,1,"112901",26.55,"B26","S","Mrs",3,"Crosby","3Crosby",64
1198,NA,1,"Allison, Mr. Hudson Joshua Creighton","male",1,2,"113781",151.55,"C22 C26","S","Mr",4,"Allison","4Allison",30
1199,NA,3,"Aks, Master. Philip Frank","male",0,1,"392091",9.35,"","S","Master",2,"Aks","Small",0.83
1200,NA,1,"Hays, Mr. Charles Melville","male",1,1,"12749",93.5,"B69","S","Mr",3,"Hays","Small",55
1201,NA,3,"Hansen, Mrs. Claus Peter (Jennie L Howard)","female",1,0,"350026",14.1083,"","S","Mrs",2,"Hansen","Small",45
1202,NA,3,"Cacic, Mr. Jego Grga","male",0,0,"315091",8.6625,"","S","Mr",1,"Cacic","Small",18
1203,NA,3,"Vartanian, Mr. David","male",0,0,"2658",7.225,"","C","Mr",1,"Vartanian","Small",22
1205,NA,3,"Carr, Miss. Jeannie","female",0,0,"368364",7.75,"","Q","Miss",1,"Carr","Small",37
1206,NA,1,"White, Mrs. John Stuart (Ella Holmes)","female",0,0,"PC 17760",135.6333,"C32","C","Mrs",1,"White","Small",55
1207,NA,3,"Hagardon, Miss. Kate","female",0,0,"AQ/3. 30631",7.7333,"","Q","Miss",1,"Hagardon","Small",17
1208,NA,1,"Spencer, Mr. William Augustus","male",1,0,"PC 17569",146.5208,"B78","C","Mr",2,"Spencer","Small",57
1209,NA,2,"Rogers, Mr. Reginald Harry","male",0,0,"28004",10.5,"","S","Mr",1,"Rogers","Small",19
1210,NA,3,"Jonsson, Mr. Nils Hilding","male",0,0,"350408",7.8542,"","S","Mr",1,"Jonsson","Small",27
1211,NA,2,"Jefferys, Mr. Ernest Wilfred","male",2,0,"C.A. 31029",31.5,"","S","Mr",3,"Jefferys","Small",22
1212,NA,3,"Andersson, Mr. Johan Samuel","male",0,0,"347075",7.775,"","S","Mr",1,"Andersson","Small",26
1213,NA,3,"Krekorian, Mr. Neshan","male",0,0,"2654",7.2292,"F E57","C","Mr",1,"Krekorian","Small",25
1214,NA,2,"Nesson, Mr. Israel","male",0,0,"244368",13,"F2","S","Mr",1,"Nesson","Small",26
1215,NA,1,"Rowe, Mr. Alfred G","male",0,0,"113790",26.55,"","S","Mr",1,"Rowe","Small",33
1216,NA,1,"Kreuchen, Miss. Emilie","female",0,0,"24160",211.3375,"","S","Miss",1,"Kreuchen","Small",39
1217,NA,3,"Assam, Mr. Ali","male",0,0,"SOTON/O.Q. 3101309",7.05,"","S","Mr",1,"Assam","Small",23
1218,NA,2,"Becker, Miss. Ruth Elizabeth","female",2,1,"230136",39,"F4","S","Miss",4,"Becker","4Becker",12
1219,NA,1,"Rosenshine, Mr. George (Mr George Thorne"")""","male",0,0,"PC 17585",79.2,"","C","Mr",1,"Rosenshine","Small",46
1220,NA,2,"Clarke, Mr. Charles Valentine","male",1,0,"2003",26,"","S","Mr",2,"Clarke","Small",29
1221,NA,2,"Enander, Mr. Ingvar","male",0,0,"236854",13,"","S","Mr",1,"Enander","Small",21
1222,NA,2,"Davies, Mrs. John Morgan (Elizabeth Agnes Mary White) ","female",0,2,"C.A. 33112",36.75,"","S","Mrs",3,"Davies","3Davies",48
1223,NA,1,"Dulles, Mr. William Crothers","male",0,0,"PC 17580",29.7,"A18","C","Mr",1,"Dulles","Small",39
1225,NA,3,"Nakid, Mrs. Said (Waika Mary"" Mowad)""","female",1,1,"2653",15.7417,"","C","Mrs",3,"Nakid","3Nakid",19
1226,NA,3,"Cor, Mr. Ivan","male",0,0,"349229",7.8958,"","S","Mr",1,"Cor","Small",27
1227,NA,1,"Maguire, Mr. John Edward","male",0,0,"110469",26,"C106","S","Mr",1,"Maguire","Small",30
1228,NA,2,"de Brito, Mr. Jose Joaquim","male",0,0,"244360",13,"","S","Mr",1,"de Brito","Small",32
1229,NA,3,"Elias, Mr. Joseph","male",0,2,"2675",7.2292,"","C","Mr",3,"Elias","3Elias",39
1230,NA,2,"Denbury, Mr. Herbert","male",0,0,"C.A. 31029",31.5,"","S","Mr",1,"Denbury","Small",25
1232,NA,2,"Fillbrook, Mr. Joseph Charles","male",0,0,"C.A. 15185",10.5,"","S","Mr",1,"Fillbrook","Small",18
1233,NA,3,"Lundstrom, Mr. Thure Edvin","male",0,0,"350403",7.5792,"","S","Mr",1,"Lundstrom","Small",32
1235,NA,1,"Cardeza, Mrs. James Warburton Martinez (Charlotte Wardle Drake)","female",0,1,"PC 17755",512.3292,"B51 B53 B55","C","Mrs",2,"Cardeza","Small",58
1237,NA,3,"Abelseth, Miss. Karen Marie","female",0,0,"348125",7.65,"","S","Miss",1,"Abelseth","Small",16
1238,NA,2,"Botsford, Mr. William Hull","male",0,0,"237670",13,"","S","Mr",1,"Botsford","Small",26
1239,NA,3,"Whabee, Mrs. George Joseph (Shawneene Abi-Saab)","female",0,0,"2688",7.2292,"","C","Mrs",1,"Whabee","Small",38
1240,NA,2,"Giles, Mr. Ralph","male",0,0,"248726",13.5,"","S","Mr",1,"Giles","Small",24
1241,NA,2,"Walcroft, Miss. Nellie","female",0,0,"F.C.C. 13528",21,"","S","Miss",1,"Walcroft","Small",31
1242,NA,1,"Greenfield, Mrs. Leo David (Blanche Strouse)","female",0,1,"PC 17759",63.3583,"D10 D12","C","Mrs",2,"Greenfield","Small",45
1243,NA,2,"Stokes, Mr. Philip Joseph","male",0,0,"F.C.C. 13540",10.5,"","S","Mr",1,"Stokes","Small",25
1244,NA,2,"Dibden, Mr. William","male",0,0,"S.O.C. 14879",73.5,"","S","Mr",1,"Dibden","Small",18
1245,NA,2,"Herman, Mr. Samuel","male",1,2,"220845",65,"","S","Mr",4,"Herman","4Herman",49
1246,NA,3,"Dean, Miss. Elizabeth Gladys Millvina""""","female",1,2,"C.A. 2315",20.575,"","S","Miss",4,"Dean","4Dean",0.17
1247,NA,1,"Julian, Mr. Henry Forbes","male",0,0,"113044",26,"E60","S","Mr",1,"Julian","Small",50
1248,NA,1,"Brown, Mrs. John Murray (Caroline Lane Lamson)","female",2,0,"11769",51.4792,"C101","S","Mrs",3,"Brown","3Brown",59
1251,NA,3,"Lindell, Mrs. Edvard Bengtsson (Elin Gerda Persson)","female",1,0,"349910",15.55,"","S","Mrs",2,"Lindell","Small",30
1252,NA,3,"Sage, Master. William Henry","male",8,2,"CA. 2343",69.55,"","S","Master",11,"Sage","11Sage",14.5
1253,NA,2,"Mallet, Mrs. Albert (Antoinette Magnin)","female",1,1,"S.C./PARIS 2079",37.0042,"","C","Mrs",3,"Mallet","3Mallet",24
1254,NA,2,"Ware, Mrs. John James (Florence Louise Long)","female",0,0,"CA 31352",21,"","S","Mrs",1,"Ware","Small",31
1255,NA,3,"Strilic, Mr. Ivan","male",0,0,"315083",8.6625,"","S","Mr",1,"Strilic","Small",27
1256,NA,1,"Harder, Mrs. George Achilles (Dorothy Annan)","female",1,0,"11765",55.4417,"E50","C","Mrs",2,"Harder","Small",25
1259,NA,3,"Riihivouri, Miss. Susanna Juhantytar Sanni""""","female",0,0,"3101295",39.6875,"","S","Miss",1,"Riihivouri","Small",22
1260,NA,1,"Gibson, Mrs. Leonard (Pauline C Boeson)","female",0,1,"112378",59.4,"","C","Mrs",2,"Gibson","Small",45
1261,NA,2,"Pallas y Castello, Mr. Emilio","male",0,0,"SC/PARIS 2147",13.8583,"","C","Mr",1,"Pallas y Castello","Small",29
1262,NA,2,"Giles, Mr. Edgar","male",1,0,"28133",11.5,"","S","Mr",2,"Giles","Small",21
1263,NA,1,"Wilson, Miss. Helen Alice","female",0,0,"16966",134.5,"E39 E41","C","Miss",1,"Wilson","Small",31
1264,NA,1,"Ismay, Mr. Joseph Bruce","male",0,0,"112058",0,"B52 B54 B56","S","Mr",1,"Ismay","Small",49
1265,NA,2,"Harbeck, Mr. William H","male",0,0,"248746",13,"","S","Mr",1,"Harbeck","Small",44
1266,NA,1,"Dodge, Mrs. Washington (Ruth Vidaver)","female",1,1,"33638",81.8583,"A34","S","Mrs",3,"Dodge","3Dodge",54
1267,NA,1,"Bowen, Miss. Grace Scott","female",0,0,"PC 17608",262.375,"","C","Miss",1,"Bowen","Small",45
1268,NA,3,"Kink, Miss. Maria","female",2,0,"315152",8.6625,"","S","Miss",3,"Kink","Small",22
1269,NA,2,"Cotterill, Mr. Henry Harry""""","male",0,0,"29107",11.5,"","S","Mr",1,"Cotterill","Small",21
1270,NA,1,"Hipkins, Mr. William Edward","male",0,0,"680",50,"C39","S","Mr",1,"Hipkins","Small",55
1271,NA,3,"Asplund, Master. Carl Edgar","male",4,2,"347077",31.3875,"","S","Master",7,"Asplund","7Asplund",5
1273,NA,3,"Foley, Mr. Joseph","male",0,0,"330910",7.8792,"","Q","Mr",1,"Foley","Small",26
1275,NA,3,"McNamee, Mrs. Neal (Eileen O'Leary)","female",1,0,"376566",16.1,"","S","Mrs",2,"McNamee","Small",19
1277,NA,2,"Herman, Miss. Kate","female",1,2,"220845",65,"","S","Miss",4,"Herman","4Herman",24
1278,NA,3,"Aronsson, Mr. Ernst Axel Algot","male",0,0,"349911",7.775,"","S","Mr",1,"Aronsson","Small",24
1279,NA,2,"Ashby, Mr. John","male",0,0,"244346",13,"","S","Mr",1,"Ashby","Small",57
1280,NA,3,"Canavan, Mr. Patrick","male",0,0,"364858",7.75,"","Q","Mr",1,"Canavan","Small",21
1281,NA,3,"Palsson, Master. Paul Folke","male",3,1,"349909",21.075,"","S","Master",5,"Palsson","5Palsson",6
1282,NA,1,"Payne, Mr. Vivian Ponsonby","male",0,0,"12749",93.5,"B24","S","Mr",1,"Payne","Small",23
1283,NA,1,"Lines, Mrs. Ernest H (Elizabeth Lindsey James)","female",0,1,"PC 17592",39.4,"D28","S","Mrs",2,"Lines","Small",51
1284,NA,3,"Abbott, Master. Eugene Joseph","male",0,2,"C.A. 2673",20.25,"","S","Master",3,"Abbott","3Abbott",13
1285,NA,2,"Gilbert, Mr. William","male",0,0,"C.A. 30769",10.5,"","S","Mr",1,"Gilbert","Small",47
1286,NA,3,"Kink-Heilmann, Mr. Anton","male",3,1,"315153",22.025,"","S","Mr",5,"Kink-Heilmann","Small",29
1287,NA,1,"Smith, Mrs. Lucien Philip (Mary Eloise Hughes)","female",1,0,"13695",60,"C31","S","Mrs",2,"Smith","Small",18
1288,NA,3,"Colbert, Mr. Patrick","male",0,0,"371109",7.25,"","Q","Mr",1,"Colbert","Small",24
1289,NA,1,"Frolicher-Stehli, Mrs. Maxmillian (Margaretha Emerentia Stehli)","female",1,1,"13567",79.2,"B41","C","Mrs",3,"Frolicher-Stehli","Small",48
1290,NA,3,"Larsson-Rondberg, Mr. Edvard A","male",0,0,"347065",7.775,"","S","Mr",1,"Larsson-Rondberg","Small",22
1291,NA,3,"Conlon, Mr. Thomas Henry","male",0,0,"21332",7.7333,"","Q","Mr",1,"Conlon","Small",31
1292,NA,1,"Bonnell, Miss. Caroline","female",0,0,"36928",164.8667,"C7","S","Miss",1,"Bonnell","Small",30
1293,NA,2,"Gale, Mr. Harry","male",1,0,"28664",21,"","S","Mr",2,"Gale","Small",38
1294,NA,1,"Gibson, Miss. Dorothy Winifred","female",0,1,"112378",59.4,"","C","Miss",2,"Gibson","Small",22
1295,NA,1,"Carrau, Mr. Jose Pedro","male",0,0,"113059",47.1,"","S","Mr",1,"Carrau","Small",17
1296,NA,1,"Frauenthal, Mr. Isaac Gerald","male",1,0,"17765",27.7208,"D40","C","Mr",2,"Frauenthal","Small",43
1297,NA,2,"Nourney, Mr. Alfred (Baron von Drachstedt"")""","male",0,0,"SC/PARIS 2166",13.8625,"D38","C","Mr",1,"Nourney","Small",20
1298,NA,2,"Ware, Mr. William Jeffery","male",1,0,"28666",10.5,"","S","Mr",2,"Ware","Small",23
1299,NA,1,"Widener, Mr. George Dunton","male",1,1,"113503",211.5,"C80","C","Mr",3,"Widener","3Widener",50
1301,NA,3,"Peacock, Miss. Treasteall","female",1,1,"SOTON/O.Q. 3101315",13.775,"","S","Miss",3,"Peacock","3Peacock",3
1303,NA,1,"Minahan, Mrs. William Edward (Lillian E Thorpe)","female",1,0,"19928",90,"C78","Q","Mrs",2,"Minahan","Small",37
1304,NA,3,"Henriksson, Miss. Jenny Lovisa","female",0,0,"347086",7.775,"","S","Miss",1,"Henriksson","Small",28
1306,NA,1,"Oliva y Ocana, Dona. Fermina","female",0,0,"PC 17758",108.9,"C105","C","Lady",1,"Oliva y Ocana","Small",39
1307,NA,3,"Saether, Mr. Simon Sivertsen","male",0,0,"SOTON/O.Q. 3101262",7.25,"","S","Mr",1,"Saether","Small",38.5
